"ID","ModernName","Date","Time","Transect","Location","AmountSeen","IdentificationMeans","Observer","Notes","WeatherConditions","Flyover"
15638,"wood duck",3/13/2015 0:00:00,12/30/1899 8:30:00,,"North Pond",2,,,,,0
15639,"Black capped Chickadee",3/13/2015 0:00:00,12/30/1899 8:30:00,,"North Pond",2,,,,,0
15640,"Rock Pigeon",3/13/2015 0:00:00,12/30/1899 8:30:00,,"North Pond",2,,,,,0
15641,"canada goose",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",4,,,,,0
15642,"European Starling",3/13/2015 0:00:00,12/30/1899 8:30:00,,"North Pond",16,,,,,0
15643,"House Sparrow",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",13,,,,,0
15644,"American Crow",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",1,,,,,0
15645,"Northern Cardinal",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",5,,,,,0
15646,"European Starling",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",1,,,,,0
15647,"Common Grackle",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",10,,,,,0
15648,"Dark-eyed Junco",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",1,,,,,0
15649,"mallard",3/13/2015 0:00:00,12/30/1899 8:50:00,,"Lincoln Park Zoo",150,,,,,0
15650,"Red-winged blackbird",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",4,,,,,0
15651,"redhead",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",2,,,,,0
15652,"Lesser scaup",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",1,,,,,0
15653,"american coot",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",1,,,,,0
15654,"American Robin",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",1,,,,,0
15655,"ring-billed gull",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",4,,,,,0
15656,"canada goose",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",6,,,,,0
15657,"House Sparrow",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",3,,,,,0
15658,"Black capped Chickadee",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",1,,,,,0
15659,"Red-bellied Woodpecker",3/13/2015 0:00:00,12/30/1899 9:09:00,,"Nature Boardwalk",1,,,,,0
15660,"Song Sparrow",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",1,,,,,0
15661,"Dark-eyed Junco",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",7,,,,,0
15662,"Downy Woodpecker",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",3,,,,,0
15663,"canada goose",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",34,,,,,0
15664,"Black capped Chickadee",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",4,,,,,0
15665,"Cooper's Hawk",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",1,,,,,0
15666,"Northern Cardinal",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",1,,,,,0
15667,"American Crow",3/13/2015 0:00:00,12/30/1899 9:16:00,,"South of Nature Boardwalk",2,,,,,0
15668,"Red-winged blackbird",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",6,,,,,0
15669,"Dark-eyed Junco",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",6,,,,,0
15670,"mallard",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",24,,,,,0
15671,"ring-billed gull",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",6,,,,,0
15672,"Northern Cardinal",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",3,,,,,0
15673,"Fox Sparrow",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",1,,,,,0
15674,"Black capped Chickadee",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",2,,,,,0
15675,"canada goose",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",12,,,,,0
15676,"European Starling",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",10,,,,,0
15677,"Song Sparrow",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",2,,,,,0
15678,"House Sparrow",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",11,,,,,0
15679,"Rusty Blackbird",3/16/2015 0:00:00,12/30/1899 8:12:00,,"North Pond",1,,,,,0
15680,"Downy Woodpecker",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",2,,,,,0
15681,"American Crow",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",3,,,,,0
15682,"Northern Cardinal",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",3,,,,,0
15683,"House Sparrow",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",19,,,,,0
15684,"House Finch",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",2,,,,,0
15685,"American Robin",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",1,,,,,0
15686,"European Starling",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",2,,,,,0
15687,"Common Grackle",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",12,,,,,0
15688,"mallard",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",100,,,,,0
15689,"ring-billed gull",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",1,,,,,0
15690,"canada goose",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",2,,,,,0
15691,"Red-winged blackbird",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",3,,,,,0
15692,"Dark-eyed Junco",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",4,,,,,0
15693,"Song Sparrow",3/16/2015 0:00:00,12/30/1899 8:30:00,,"Lincoln Park Zoo",1,,,,,0
15694,"Red-winged blackbird",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",5,,,,,0
15695,"redhead",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",2,,,,,0
15696,"Lesser scaup",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",1,,,,,0
15697,"american coot",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",1,,,,,0
15698,"Dark-eyed Junco",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",3,,,,,0
15699,"American Tree Sparrow",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",5,,,,,0
15700,"canada goose",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",7,,,,,0
15701,"Song Sparrow",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",3,,,,,0
15702,"American Robin",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",1,,,,,0
15703,"House Sparrow",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",1,,,,,0
15704,"mallard",3/16/2015 0:00:00,12/30/1899 8:45:00,,"Nature Boardwalk",1,,,,,0
15705,"American Robin",3/16/2015 0:00:00,12/30/1899 8:53:00,,"South of Nature Boardwalk",1,,,,,0
15706,"Dark-eyed Junco",3/16/2015 0:00:00,12/30/1899 8:53:00,,"South of Nature Boardwalk",3,,,,,0
15707,"Red-winged blackbird",3/16/2015 0:00:00,12/30/1899 8:53:00,,"South of Nature Boardwalk",1,,,,,0
15708,"Northern Cardinal",3/16/2015 0:00:00,12/30/1899 8:53:00,,"South of Nature Boardwalk",1,,,,,0
15709,"Rock Pigeon",3/16/2015 0:00:00,12/30/1899 8:53:00,,"South of Nature Boardwalk",14,,,,,0
15710,"Red-winged blackbird",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",5,,,,,0
15711,"House Sparrow",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",9,,,,,0
15712,"mallard",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",55,,,,,0
15713,"Domestic duck",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",1,,,,,0
15714,"American Crow",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",4,,,,,0
15715,"canada goose",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",2,,,,,0
15716,"Dark-eyed Junco",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",7,,,,,0
15717,"Northern Cardinal",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",1,,,,,0
15718,"Black capped Chickadee",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",1,,,,,0
15719,"European Starling",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",1,,,,,0
15720,"Delete",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",1,,,,,0
15721,"Red-bellied Woodpecker",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",1,,,,,0
15722,"House Finch",3/17/2015 0:00:00,12/30/1899 8:19:00,,"North Pond",1,,,,,0
15723,"canada goose",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",4,,,,,0
15724,"Black capped Chickadee",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",2,,,,,0
15725,"European Starling",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",2,,,,,0
15726,"House Sparrow",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",14,,,,,0
15728,"American Crow",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",2,,,,,0
15729,"Common Grackle",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",28,,,,,0
15730,"Northern Cardinal",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",1,,,,,0
15731,"mallard",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",50,,,,,0
15732,"Red-winged blackbird",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",3,,,,,0
15733,"delete",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",,,,,,0
15734,"American Robin",3/17/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",5,,,,,0
15735,"Red-winged blackbird",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",4,,,,,0
15736,"American Crow",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",3,,,,,0
15737,"Song Sparrow",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",1,,,,,0
15738,"ring-billed gull",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",5,,,,,0
15739,"red-breasted merganser",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",1,,,,,0
15740,"redhead",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",2,,,,,0
15741,"american coot",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",1,,,,,0
15742,"canada goose",3/17/2015 0:00:00,12/30/1899 9:04:00,,"Nature Boardwalk",6,,,,,0
15743,"canada goose",3/17/2015 0:00:00,12/30/1899 9:18:00,,"South of Nature Boardwalk",21,,,,,0
15744,"House Sparrow",3/17/2015 0:00:00,12/30/1899 9:18:00,,"South of Nature Boardwalk",2,,,,,0
15745,"Dark-eyed Junco",3/17/2015 0:00:00,12/30/1899 9:18:00,,"South of Nature Boardwalk",3,,,,,0
15746,"Rock Pigeon",3/17/2015 0:00:00,12/30/1899 9:18:00,,"South of Nature Boardwalk",39,,,,,0
15747,"Red-winged blackbird",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",9,,,,,0
15748,"Black capped Chickadee",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",4,,,,,0
15749,"mallard",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",20,,,,,0
15750,"canada goose",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",12,,,,,0
15751,"greylag goose",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",1,,,,,0
15752,"Red-bellied Woodpecker",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",1,,,,,0
15753,"Northern Cardinal",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",2,,,,,0
15754,"Dark-eyed Junco",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",7,,,,,0
15755,"wood duck",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",2,,,,,0
15756,"House Sparrow",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",19,,,,,0
15757,"European Starling",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",12,,,,,0
15758,"American Crow",3/18/2015 0:00:00,12/30/1899 8:16:00,,"North Pond",1,,,,,0
15759,"House Sparrow",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",18,,,,,0
15760,"American Crow",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",4,,,,,0
15761,"House Sparrow",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",18,,,,,0
15762,"American Robin",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",2,,,,,0
15763,"Black capped Chickadee",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",1,,,,,0
15764,"Northern Cardinal",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",2,,,,,0
15765,"European Starling",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",1,,,,,0
15766,"Common Grackle",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",18,,,,,0
15767,"Dark-eyed Junco",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",4,,,,,0
15768,"Red-winged blackbird",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",3,,,,,0
15769,"mallard",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",100,,,,,0
15770,"ring-billed gull",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",3,,,,,0
15771,"Delete",3/18/2015 0:00:00,12/30/1899 8:36:00,,,1,,,,,0
15772,"Downy Woodpecker",3/18/2015 0:00:00,12/30/1899 8:36:00,,"Lincoln Park Zoo",1,,,,,0
15773,"Red-winged blackbird",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",6,,,,,0
15774,"House Sparrow",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",2,,,,,0
15775,"redhead",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",4,,,,,0
15776,"american coot",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",2,,,,,0
15777,"ring-billed gull",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",4,,,,,0
15778,"canada goose",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",11,,,,,0
15779,"American Robin",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",1,,,,,0
15780,"mallard",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",2,,,,,0
15781,"Delete",3/18/2015 0:00:00,12/30/1899 8:59:00,,"Nature Boardwalk",2,,,,,0
15782,"House Finch",3/18/2015 0:00:00,12/30/1899 9:07:00,,"South of Nature Boardwalk",1,,,,,0
15783,"Black capped Chickadee",3/18/2015 0:00:00,12/30/1899 9:07:00,,"South of Nature Boardwalk",1,,,,,0
15784,"Dark-eyed Junco",3/18/2015 0:00:00,12/30/1899 9:07:00,,"South of Nature Boardwalk",6,,,,,0
15785,"House Sparrow",3/18/2015 0:00:00,12/30/1899 9:07:00,,"South of Nature Boardwalk",1,,,,,0
15786,"American Crow",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",3,,,,,0
15787,"ring-billed gull",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",2,,,,,0
15788,"Dark-eyed Junco",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",6,,,,,0
15789,"Red-winged blackbird",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",8,,,,,0
15790,"Black capped Chickadee",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",1,,,,,0
15791,"canada goose",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",21,,,,,0
15792,"mallard",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",21,,,,,0
15793,"wood duck",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",4,,,,,0
15794,"Song Sparrow",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",5,,,,,0
15795,"European Starling",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",8,,,,,0
15796,"House Sparrow",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",15,,,,,0
15797,"Northern Cardinal",3/19/2015 0:00:00,12/30/1899 7:46:00,,"North Pond",2,,,,,0
15798,"House Sparrow",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",21,,,,,0
15799,"American Crow",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",1,,,,,0
15800,"Common Grackle",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",15,,,,,0
15801,"Dark-eyed Junco",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",6,,,,,0
15802,"Black capped Chickadee",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",1,,,,,0
15803,"European Starling",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",5,,,,,0
15804,"Northern Cardinal",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",7,,,,,0
15805,"White-throated sparrow",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",1,,,,,0
15806,"American Robin",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",3,,,,,0
15807,"House Finch",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",1,,,,,0
15808,"mallard",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",50,,,,,0
15809,"ring-billed gull",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",7,,,,,0
15810,"Red-winged blackbird",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",4,,,,,0
15811,"Song Sparrow",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",1,,,,,0
15812,"Red-bellied Woodpecker",3/19/2015 0:00:00,12/30/1899 8:06:00,,"Lincoln Park Zoo",1,,,,,0
15813,"Red-winged blackbird",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",4,,,,,0
15814,"mallard",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",5,,,,,0
15815,"ring-billed gull",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",6,,,,,0
15816,"redhead",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",4,,,,,0
15817,"american coot",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",2,,,,,0
15818,"canada goose",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",11,,,,,0
15819,"Song Sparrow",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",1,,,,,0
15820,"House Sparrow",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",3,,,,,0
15821,"American Robin",3/19/2015 0:00:00,12/30/1899 8:30:00,,"Nature Boardwalk",1,,,,,0
15822,"Black capped Chickadee",3/19/2015 0:00:00,12/30/1899 8:39:00,,"South of Nature Boardwalk",1,,,,,0
15823,"House Sparrow",3/19/2015 0:00:00,12/30/1899 8:39:00,,"South of Nature Boardwalk",3,,,,,0
15824,"Song Sparrow",3/19/2015 0:00:00,12/30/1899 8:39:00,,"South of Nature Boardwalk",5,,,,,0
15825,"Dark-eyed Junco",3/19/2015 0:00:00,12/30/1899 8:39:00,,"South of Nature Boardwalk",13,,,,,0
15826,"Downy Woodpecker",3/19/2015 0:00:00,12/30/1899 8:39:00,,"South of Nature Boardwalk",1,,,,,0
15827,"Red-winged blackbird",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",6,,,,,0
15828,"canada goose",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",12,,,,,0
15829,"American Crow",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",1,,,,,0
15830,"wood duck",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",10,,,,,0
15831,"ring-billed gull",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",5,,,,,0
15832,"mallard",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",31,,,,,0
15833,"greylag goose",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",2,,,,,0
15834,"Black capped Chickadee",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",3,,,,,0
15835,"House Sparrow",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",13,,,,,0
15836,"Red-bellied Woodpecker",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",1,,,,,0
15837,"European Starling",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",8,,,,,0
15838,"Dark-eyed Junco",3/24/2015 0:00:00,12/30/1899 8:23:00,,"North Pond",4,,,,,0
15839,"American Crow",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",3,,,,,0
15840,"House Sparrow",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",10,,,,,0
15841,"European Starling",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",2,,,,,0
15842,"Red-winged blackbird",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",4,,,,,0
15843,"Northern Cardinal",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",1,,,,,0
15844,"Common Grackle",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",33,,,,,0
15845,"ring-billed gull",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",27,,,,,0
15846,"mallard",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",100,,,,,0
15847,"Black capped Chickadee",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",1,,,,,0
15848,"Downy Woodpecker",3/24/2015 0:00:00,12/30/1899 8:41:00,,"Lincoln Park Zoo",1,,,,,0
15849,"Red-winged blackbird",3/24/2015 0:00:00,12/30/1899 9:05:00,,"Nature Boardwalk",4,,,,,0
15850,"canada goose",3/24/2015 0:00:00,12/30/1899 9:05:00,,"Nature Boardwalk",11,,,,,0
15851,"House Sparrow",3/24/2015 0:00:00,12/30/1899 9:05:00,,"Nature Boardwalk",2,,,,,0
15852,"ring-billed gull",3/24/2015 0:00:00,12/30/1899 9:05:00,,"Nature Boardwalk",1,,,,,0
15853,"Gadwall",3/24/2015 0:00:00,12/30/1899 9:05:00,,"Nature Boardwalk",1,,,,,0
15854,"american coot",3/24/2015 0:00:00,12/30/1899 9:05:00,,"Nature Boardwalk",1,,,,,0
15855,"redhead",3/24/2015 0:00:00,12/30/1899 9:05:00,,"Nature Boardwalk",1,,,,,0
15856,"American Crow",3/24/2015 0:00:00,12/30/1899 9:13:00,,"South of Nature Boardwalk",1,,,,,0
15857,"Downy Woodpecker",3/24/2015 0:00:00,12/30/1899 9:13:00,,"South of Nature Boardwalk",1,,,,,0
15858,"Dark-eyed Junco",3/24/2015 0:00:00,12/30/1899 9:13:00,,"South of Nature Boardwalk",13,,,,,0
15859,"Black capped Chickadee",3/24/2015 0:00:00,12/30/1899 9:13:00,,"South of Nature Boardwalk",2,,,,,0
15860,"Rock Pigeon",3/24/2015 0:00:00,12/30/1899 9:13:00,,"South of Nature Boardwalk",53,,,,,0
15861,"Red-winged blackbird",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",10,,,,,0
15862,"Black capped Chickadee",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",4,,,,,0
15863,"mallard",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",23,,,,,0
15864,"Northern Cardinal",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",1,,,,,0
15865,"Dark-eyed Junco",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",1,,,,,0
15866,"canada goose",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",6,,,,,0
15867,"European Starling",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",3,,,,,0
15868,"American Crow",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",1,,,,,0
15869,"House Sparrow",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",12,,,,,0
15870,"Red-bellied Woodpecker",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",1,,,,,0
15871,"American Robin",3/26/2015 0:00:00,12/30/1899 8:26:00,,"North Pond",1,,,,,0
15872,"American Crow",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",2,,,,,0
15873,"canada goose",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",1,,,,,0
15874,"Black capped Chickadee",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",1,,,,,0
15875,"House Sparrow",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",21,,,,,0
15876,"Northern Cardinal",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",5,,,,,0
15877,"European Starling",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",26,,,,,0
15878,"Common Grackle",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",20,,,,,0
15879,"Red-winged blackbird",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",3,,,,,0
15880,"Downy Woodpecker",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",5,,,,,0
15881,"ring-billed gull",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",28,,,,,0
15882,"mallard",3/26/2015 0:00:00,12/30/1899 8:42:00,,"Lincoln Park Zoo",100,,,,,0
15883,"Red-winged blackbird",3/26/2015 0:00:00,12/30/1899 9:06:00,,"Nature Boardwalk",4,,,,,0
15884,"ring-billed gull",3/26/2015 0:00:00,12/30/1899 9:06:00,,"Nature Boardwalk",6,,,,,0
